<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
INDUSDX;D;20181224;000000;96.4000000;96.4100000;95.8700000;96.0050000;13841
INDUSDX;D;20181226;000000;96.1000000;96.6500000;96.0200000;96.6000000;15662
INDUSDX;D;20181227;000000;96.4600000;96.4950000;95.9350000;96.0950000;20498
INDUSDX;D;20181228;000000;96.0200000;96.0500000;95.7400000;95.9150000;14169
INDUSDX;D;20181230;000000;95.9650000;95.9900000;95.9300000;95.9600000;71
INDUSDX;D;20181231;000000;95.9550000;96.0700000;95.5850000;95.5850000;16578
INDUSDX;D;20190102;000000;95.6900000;96.5600000;95.3750000;96.3700000;32130
INDUSDX;D;20190103;000000;96.3500000;96.3700000;95.7750000;95.8300000;31189
INDUSDX;D;20190104;000000;95.7950000;96.2000000;95.6150000;95.7650000;28889
INDUSDX;D;20190106;000000;95.7050000;95.7150000;95.6700000;95.6900000;225
INDUSDX;D;20190107;000000;95.6900000;95.7300000;95.1950000;95.2450000;23134
INDUSDX;D;20190108;000000;95.2850000;95.6150000;95.2800000;95.5150000;17125
INDUSDX;D;20190109;000000;95.3950000;95.5150000;94.6350000;94.7500000;28951
INDUSDX;D;20190110;000000;94.7300000;95.2150000;94.6350000;95.1450000;22311
